bigram,log_odds_ratio
takes minutes,-0.0219
well good,-0.0219
enough use,-0.0219
charge amazon,-0.0219
loved one,-0.0219
continue use,-0.0219
worked great,-0.0195
buy one,-0.0188
could use,-0.0175
amazon prime,-0.0175
motion detection,-0.0175
write review,-0.0163
find one,-0.0142
would use,-0.0142
get good,-0.0142
like others,-0.0142
negative reviews,-0.011
almost every,-0.0097
really really,-0.0097
grocery store,-0.0067
paper towel,-0.003
next morning,-0.003
things like,-0.003
get second,0.008
give credit,0.008
breast pads,0.008
bigger size,0.008
sure look,0.008
make buy,0.008
city water,0.008
anything would,0.008
seems quite,0.008
would feel,0.008
fit inside,0.008
way make,0.008
everything say,0.008
price could,0.008
absolutely best,0.008
recorded video,0.008
right product,0.008
box amazon,0.008
eat anything,0.008
finally come,0.008
light comes,0.008
quick charge,0.008
clean also,0.008
bridge nose,0.008
get box,0.008
used really,0.008
book make,0.008
expensive brands,0.008
material nice,0.008
change frequently,0.008
anything without,0.008
away also,0.008
first small,0.008
make easier,0.008
started looking,0.008
others help,0.008
card card,0.008
good want,0.008
card need,0.008
home love,0.008
well protected,0.008
understand people,0.008
experience really,0.008
ordered multiple,0.008
playing years,0.008
use set,0.008
wanted stop,0.008
would wake,0.008
mainly use,0.008
front yard,0.008
many reasons,0.008
products years,0.008
hydro flasks,0.008
thought must,0.008
still hear,0.008
good product,0.008
box really,0.008
water ice,0.008
got exactly,0.008
good good,0.008
cannot see,0.008
way would,0.008
quality one,0.008
black water,0.008
deal price,0.008
need plug,0.008
anything goes,0.008
connected devices,0.008
going get,0.008
portable ice,0.008
particular product,0.008
look cool,0.008
ones amazon,0.008
telling story,0.008
absolutely awesome,0.008
two screws,0.008
buy time,0.008
cell phone,0.008
month month,0.008
back water,0.008
enjoy much,0.008
front side,0.008
enough time,0.008
feel sturdy,0.008
well using,0.008
vitamin zinc,0.008
able help,0.008
two children,0.008
get larger,0.008
far easy,0.008
however price,0.008
like actually,0.008
bought help,0.008
probably order,0.008
well within,0.008
containers also,0.008
hours left,0.008
good book,0.008
well never,0.008
something keep,0.008
definitely need,0.008
single button,0.008
least couple,0.008
always try,0.008
cheaper brands,0.008
would problem,0.008
never worked,0.008
amazon firestick,0.008
tastes great,0.008
work together,0.008
mind reading,0.008
seems pretty,0.008
hand pump,0.008
kindle reader,0.008
deserves stars,0.008
time left,0.008
ring chime,0.008
double sided,0.008
able wear,0.008
clips hold,0.008
years experience,0.008
new set,0.008
received response,0.008
use used,0.008
would leave,0.008
like game,0.008
half put,0.008
every single,0.008
internet security,0.008
directly microsoft,0.008
less hours,0.008
good sign,0.008
way please,0.008
water turned,0.008
buying store,0.008
product got,0.008
use one,0.008
always know,0.008
brown bottles,0.008
outside box,0.008
hour half,0.008
need purchase,0.008
put fridge,0.008
literally could,0.008
wood floors,0.008
thing could,0.008
wrong wrong,0.008
enjoyed book,0.008
another try,0.008
great still,0.008
game kids,0.008
biggest issue,0.008
better still,0.008
started buying,0.008
sealed plastic,0.008
however every,0.008
waiting get,0.008
however first,0.008
francisco bay,0.008
case makes,0.008
ordered medium,0.008
grey color,0.008
days definitely,0.008
nothing ever,0.008
also leave,0.008
cheap plastic,0.008
right decision,0.008
working perfectly,0.008
measuring tape,0.008
new old,0.008
two new,0.008
imagine surprise,0.008
one breaks,0.008
one pair,0.008
bag perfect,0.008
really hard,0.008
close lid,0.008
put lid,0.008
pens write,0.008
really soft,0.008
interactive notebook,0.008
week old,0.008
hope others,0.008
paid cloud,0.008
honestly one,0.008
service excellent,0.008
one main,0.008
look much,0.008
ice hours,0.008
spent minutes,0.008
use online,0.008
exactly hoped,0.008
took away,0.008
product first,0.008
even thought,0.008
times count,0.008
amazon bags,0.008
also take,0.008
year bought,0.008
play online,0.008
part felt,0.008
second order,0.008
leather ends,0.008
antivirus software,0.008
definitely good,0.008
would fall,0.008
really gets,0.008
placing order,0.008
going save,0.008
line sinker,0.008
recommend buying,0.008
got love,0.008
type material,0.008
hold even,0.008
went wrong,0.008
try pair,0.008
makes even,0.008
liked lot,0.008
garage door,0.008
like good,0.008
line one,0.008
thing still,0.008
done also,0.008
best market,0.008
product make,0.008
may may,0.008
give another,0.008
easy buy,0.008
self proclaimed,0.008
read way,0.008
reviews people,0.008
picture attached,0.008
well let,0.008
since could,0.008
latest version,0.008
click yes,0.008
product bought,0.008
like maybe,0.008
camera app,0.008
time favorite,0.008
thin paper,0.008
together even,0.008
would found,0.008
couple minutes,0.008
bought pair,0.008
plenty ice,0.008
would show,0.008
one short,0.008
service received,0.008
since beginning,0.008
many places,0.008
absolutely buy,0.008
see screen,0.008
made real,0.008
work every,0.008
cost one,0.008
time actually,0.008
redeem amazon,0.008
pet hair,0.008
quality would,0.008
instructions state,0.008
easier use,0.008
purchase sure,0.008
hits right,0.008
know could,0.008
much ordered,0.008
clear sound,0.008
running minutes,0.008
could play,0.008
though get,0.008
paid one,0.008
firmware update,0.008
also two,0.008
box says,0.008
purchase recommend,0.008
never wanted,0.008
breath wild,0.008
stop reading,0.008
one made,0.008
leave house,0.008
ordered pair,0.008
one camera,0.008
app use,0.008
bought cheap,0.008
looking affordable,0.008
time reading,0.008
back top,0.008
may never,0.008
plastic one,0.008
option still,0.008
much smaller,0.008
idea would,0.008
cost less,0.008
using app,0.008
months back,0.008
lasted hours,0.008
well years,0.008
easier clean,0.008
product absolutely,0.008
people think,0.008
use put,0.008
hook line,0.008
work fire,0.008
although sometimes,0.008
entire day,0.008
something like,0.008
years buying,0.008
one one,0.008
day used,0.008
power cable,0.008
could change,0.008
hit one,0.008
could want,0.008
first start,0.008
card storage,0.008
barely see,0.008
one phone,0.008
good condition,0.008
digestive issues,0.008
watch youtube,0.008
markers last,0.008
great night,0.008
leak even,0.008
one far,0.008
hold place,0.008
love extra,0.008
see film,0.008
new iphone,0.008
paper also,0.008
recommend using,0.008
sounded good,0.008
also purchased,0.008
also one,0.008
internet speed,0.008
tell much,0.008
leaving review,0.008
would require,0.008
water hot,0.008
need install,0.008
new computer,0.008
watching youtube,0.008
away definitely,0.008
daughter use,0.008
see light,0.008
box could,0.008
price even,0.008
anything everything,0.008
read little,0.008
buy another,0.008
way possible,0.008
new bottle,0.008
actually fit,0.008
way people,0.008
need love,0.008
second picture,0.008
instead buying,0.008
hardwood floors,0.008
nice color,0.008
amount ice,0.008
much day,0.008
hard way,0.008
instead one,0.008
people give,0.008
existing account,0.008
really surprised,0.008
fine tipped,0.008
bottle water,0.008
hard reach,0.008
time good,0.008
strongly recommend,0.008
film could,0.008
total pages,0.008
since keep,0.008
big pack,0.008
multiple packs,0.008
instructions first,0.008
wearing one,0.008
using like,0.008
lids fit,0.008
whole process,0.008
price went,0.008
speaker mic,0.008
bitter taste,0.008
good job,0.008
device also,0.008
added new,0.008
least days,0.008
put big,0.008
power bank,0.008
install new,0.008
night first,0.008
tilt camera,0.008
could pick,0.008
please take,0.008
camera view,0.008
center console,0.008
send video,0.008
one apple,0.008
happy birthday,0.008
everywhere else,0.008
one page,0.008
apple brand,0.008
smell bad,0.008
know way,0.008
enough enough,0.008
though like,0.008
exact size,0.008
decided replace,0.008
books last,0.008
get home,0.008
would find,0.008
like large,0.008
used one,0.008
also noticed,0.008
lot research,0.008
since purchased,0.008
decaf coffee,0.008
thing much,0.008
received item,0.008
pack lunches,0.008
placed inside,0.008
arm hammer,0.008
christmas present,0.008
working like,0.008
water taste,0.008
found better,0.008
could find,0.008
get email,0.008
say much,0.008
one looking,0.008
product must,0.008
men women,0.008
take hours,0.008
self help,0.008
holds well,0.008
seen times,0.008
turn let,0.008
great every,0.008
hope one,0.008
fact come,0.008
ton money,0.008
enough went,0.008
better fit,0.008
good habits,0.008
got use,0.008
size love,0.008
instructions say,0.008
put card,0.008
back book,0.008
ones however,0.008
says use,0.008
amazon alexa,0.008
dogs like,0.008
one time,0.0147
time time,0.0188
put one,0.0251
two three,0.0292
one use,0.0292
perfectly fine,0.0292
would fit,0.0292
hold well,0.0292
brand name,0.0361
look great,0.0361
want something,0.0361
white board,0.0361
would come,0.0361
mattress pad,0.0361
time read,0.0361
phosphor bronze,0.0361
phone app,0.0361
would work,0.0385
two days,0.0385
first time,0.0483
air dry,0.0494
came today,0.0494
bought year,0.0494
one good,0.0494
xlr cables,0.0494
noticed difference,0.0494
every minutes,0.0494
redeem code,0.0494
book also,0.0494
decided buy,0.0494
happy customer,0.0494
several hours,0.0494
first tried,0.0494
completely gone,0.0494
great get,0.0494
feel comfortable,0.0494
let face,0.0494
name brand,0.0494
price one,0.0494
love magazine,0.0494
something never,0.0494
bad boy,0.0494
grade level,0.0494
may even,0.0494
one spot,0.0494
book series,0.0494
young children,0.0494
almost months,0.0494
time got,0.0494
yes know,0.0494
due fact,0.0494
know one,0.0494
still like,0.0494
entire time,0.0494
fast shipping,0.0494
thing noticed,0.0494
store brand,0.0494
within day,0.0494
without leaving,0.0494
play games,0.0494
couple days,0.055
people like,0.0573
two year,0.0624
build quality,0.0624
wanted get,0.0624
try one,0.0624
previous model,0.0624
fall apart,0.0624
day school,0.0624
use water,0.0624
never problem,0.0624
years never,0.0687
blue light,0.0687
one came,0.0687
friends family,0.0687
next day,0.0725
litter box,0.0781
one day,0.0791
aaa batteries,0.0872
put lot,0.0872
mind blowing,0.0872
taken care,0.0872
like watermelon,0.0872
know something,0.0872
always great,0.0872
pencil sharpener,0.0872
time love,0.0872
drinks cold,0.0872
cable matters,0.0872
ago really,0.0872
soon arrived,0.0872
card code,0.0872
small piece,0.0872
white boards,0.0872
see way,0.0872
moving around,0.0872
clear day,0.0872
around get,0.0872
help book,0.0872
thought might,0.0872
lemon lime,0.0872
better since,0.0872
like give,0.0872
want need,0.0872
even good,0.0872
purchased pack,0.0872
finding new,0.0872
durable material,0.0872
buy buy,0.0872
great shape,0.0872
part screen,0.0872
truly love,0.0872
cup water,0.0872
peel sticker,0.0872
well easy,0.0872
second set,0.0872
books ever,0.0872
queen size,0.0872
past days,0.0872
new mattress,0.0872
right corner,0.0872
national geographic,0.0872
read good,0.0872
retail price,0.0872
two two,0.0872
like make,0.0872
came nice,0.0872
top line,0.0872
machine make,0.0872
bad habits,0.0872
would fun,0.0872
also make,0.0872
quality cable,0.0872
response time,0.0872
away mode,0.0872
watched movie,0.0872
need much,0.0872
price also,0.0872
given price,0.0872
get treats,0.0872
original apple,0.0872
value pack,0.0872
figured try,0.0872
months use,0.0872
revolves around,0.0872
way know,0.0872
people take,0.0872
one try,0.0872
elementary school,0.0872
reviewer mentioned,0.0872
two one,0.0872
simply use,0.0872
like coffee,0.0872
day feel,0.0872
photos see,0.0872
hours use,0.0872
find little,0.0872
one broke,0.0872
set even,0.0872
works perfect,0.0872
could really,0.0872
used new,0.0872
ever use,0.0872
little expensive,0.0872
review based,0.0872
per instructions,0.0872
problem though,0.0872
book ever,0.0872
look new,0.0872
always get,0.0872
glue traps,0.0872
could think,0.0872
little week,0.0872
really got,0.0872
find great,0.0872
better job,0.0872
passenger seat,0.0872
first child,0.0872
cloud subscription,0.0872
used water,0.0872
game great,0.0872
mute button,0.0872
get case,0.0872
ago still,0.0872
time think,0.0872
one see,0.0872
one long,0.0872
little better,0.0872
years well,0.0872
wide enough,0.0872
thought give,0.0872
really use,0.0872
water drink,0.0872
used every,0.0872
quality like,0.0872
gave shot,0.0872
big enough,0.0872
one morning,0.0872
since really,0.0872
ticonderoga pencils,0.0872
piece paper,0.0872
nintendo switch,0.0872
teen years,0.0872
know everything,0.0872
performed well,0.0872
top one,0.0872
mop head,0.0872
like update,0.0872
went home,0.0872
cover one,0.0872
think movie,0.0872
enough find,0.0872
world around,0.0872
ordered pack,0.0872
much say,0.0872
well designed,0.0872
review let,0.0872
poop bags,0.0872
like think,0.0872
would happy,0.0872
new year,0.0872
size good,0.0872
get excited,0.0872
smelling like,0.0872
many many,0.0872
time found,0.0872
last least,0.0872
book seems,0.0872
hoping would,0.0872
sure good,0.0872
say good,0.0872
noticeable difference,0.0872
things really,0.0872
saving money,0.0872
one say,0.0872
kindle version,0.0872
normal use,0.0872
happy came,0.0872
full speed,0.0872
get top,0.0872
still think,0.0872
first thing,0.0872
sometimes even,0.0872
great made,0.0872
already set,0.0872
difference first,0.0872
something new,0.0872
sounds good,0.0872
bought extra,0.0872
ants would,0.0872
reader read,0.0872
single person,0.0872
see long,0.0872
previous review,0.0872
made think,0.0872
bought replace,0.0872
prime video,0.0872
health issues,0.0872
next month,0.0872
higher end,0.0872
know lot,0.0872
bigger screen,0.0872
never actually,0.0872
much bigger,0.0872
best books,0.0872
say book,0.0872
came two,0.0872
due poor,0.0872
rest day,0.0872
finished book,0.0872
probably best,0.0872
xmas gift,0.0872
options available,0.0872
saw new,0.0872
individual packs,0.0872
like able,0.0872
first try,0.0872
ordered last,0.0872
page book,0.0872
extra protection,0.0872
instead buy,0.0872
cabin filter,0.0872
thought worth,0.0872
bought years,0.0872
home without,0.0872
try since,0.0872
doorbell camera,0.0872
small business,0.0872
get used,0.0872
want know,0.0872
right hand,0.0872
guess good,0.0872
like live,0.0872
many uses,0.0872
doctor office,0.0872
buy needed,0.0872
product try,0.0872
know ever,0.0872
able move,0.0872
shipping fast,0.0872
helped get,0.0872
cannot recommend,0.0872
size chart,0.0872
allows take,0.0872
blue yeti,0.0872
movie movie,0.0872
medium sized,0.0872
one case,0.0872
great selection,0.0872
needed find,0.0872
two sets,0.0872
get different,0.0872
issues like,0.0872
bought kids,0.0872
feel little,0.0872
like everyone,0.0872
quite often,0.0872
like regular,0.0872
dead battery,0.0872
single word,0.0872
card even,0.0872
even small,0.0872
great case,0.0872
rose gold,0.0872
set easy,0.0872
little thing,0.0872
anti virus,0.0872
going good,0.0872
meal replacement,0.0872
even still,0.0872
keep using,0.0872
docsis modem,0.0872
try flavors,0.0872
ant baits,0.0872
using amazon,0.0872
years life,0.0872
amazon good,0.0872
expect last,0.0872
still best,0.0872
put phone,0.0872
pictures videos,0.0872
simply say,0.0872
could take,0.0872
size box,0.0872
plan using,0.0872
every little,0.0872
split screen,0.0872
know getting,0.0872
since need,0.0872
days left,0.0872
problem one,0.0872
full ice,0.0872
ice made,0.0872
making easy,0.0872
simply put,0.0872
like ones,0.0872
story slow,0.0872
gluten free,0.0872
possible way,0.0872
five minutes,0.0872
time getting,0.0872
sure expect,0.0872
ones bought,0.0872
kids lunch,0.0872
wait see,0.0872
book would,0.0872
install super,0.0872
one car,0.0872
feel look,0.0872
last good,0.0872
back better,0.0872
well many,0.0872
face face,0.0872
make difference,0.0872
good feel,0.0872
purchased second,0.0872
leave residue,0.0872
across country,0.0872
would read,0.0872
take days,0.0872
like box,0.0872
different ones,0.0872
cannot say,0.0872
christmas gifts,0.0872
drinking water,0.0872
cup tea,0.0872
body weight,0.0872
love like,0.0872
year buy,0.0872
day shipping,0.0872
saved day,0.0872
golf ball,0.0872
work like,0.0872
play game,0.0872
work great,0.1015
need use,0.1015
would say,0.1015
let sit,0.105
sounds like,0.105
side note,0.105
read books,0.1107
never get,0.1107
game pass,0.1107
read lot,0.1107
knew would,0.1107
would good,0.1107
birthday gift,0.1107
started reading,0.1107
nothing else,0.1107
year old,0.1143
straw lid,0.1153
one thing,0.1194
variety pack,0.122
one things,0.122
lunch time,0.122
regret purchase,0.122
two things,0.122
way much,0.122
ended getting,0.122
like well,0.122
bought first,0.122
ear loops,0.122
wish would,0.122
love ice,0.122
pass ultimate,0.122
sure people,0.122
echo dots,0.122
never problems,0.122
big box,0.122
protein powder,0.122
time using,0.122
top rack,0.122
time tried,0.122
enough make,0.122
get away,0.122
thank goodness,0.122
may want,0.122
water make,0.122
easy enough,0.122
heavy duty,0.1286
get little,0.133
large enough,0.133
put new,0.133
lot reviews,0.133
first got,0.133
since bought,0.133
digital version,0.133
little extra,0.133
one first,0.133
would expect,0.133
small amount,0.133
cards get,0.133
